Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
8f0ec876-22d3-3986-892e-4c2052d0fffa,FITCHBURG REHABILITATION AND NURSING CENTER LLC,94 SUMMER ST,FITCHBURG,MA,014205761,42.57835885,-71.78584786190521,7189740266,0.0,1
8e3ca57f-6f74-3d61-9803-ab1424290216,ACADEMY MANOR,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,9784750944,0.0,10
5fcff9db-16e4-3e56-aa78-abbc16338097,THE LOWELL GENERAL HOSPITAL,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,9789376000,0.0,31
fa09396a-2926-3b21-ad0c-9f6cabbce0eb,WOONSOCKET URGENT CARE PC,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,4017662700,0.0,1
1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,BAYADA HOME HEALTH CARE  INC,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,6174721333,0.0,9
4cb90b5f-734d-322f-a2f2-776824e1ce35,SPECTRUM HOME HEALTH AND HOSPICE CARE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,4135652500,0.0,9
b66db758-a205-3227-9cfb-bf19d2c1962d,ART OF CARE INC,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,6177877799,0.0,9
32fcdfba-8c93-30f4-b15b-dd3b65c29deb,ELAINE CENTER AT HADLEY,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,4135845057,0.0,4
02c936e2-3aee-38b2-88a4-81f3689b7bb7,BENJAMIN HEALTHCARE CENTER,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,6177381500,0.0,18
609ec9f1-e806-3427-b912-9e3b2915521d,HOLYOKE VISITING NURSE ASSOC,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,4135345691,0.0,1
2b84e56e-08b4-3078-b3ea-4d159208e065,HORIZONS HEALTH & WELLNESS LLC,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,7815859522,0.0,33
05137a62-1a8f-34ff-8baf-a0c35c238ea0,BAYADA HOME HEALTH CARE   INC,750  ATTUCKS LANE,HYANNIS,MA,026011950,41.676027500000004,-70.29727035,5087788800,0.0,10
ede4a423-6258-3ef5-b5ba-0fa6bb579563,COMMUNITY HEALTH CONNECTIONS,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,9788788100,0.0,20
a14e698d-a9ba-3eae-9c8b-682ec726433d,LYNN URGENT CARE LLC,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,6178939901,0.0,2
4c1a8ea6-b690-3c28-a02e-ebd82190ee65,SOUTH COVE COMMUNITY HEALTH CENTER  INC,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,6174827555,0.0,6
5ba6765a-f335-36b0-9c6a-6bb494c5330d,URGENT CARE MEDICAL ASSOCIATES  LLC,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,2038850808,0.0,5
b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,MELROSEWAKEFIELD HEALTHCARE  INC,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,7819793050,0.0,173
de29a374-221b-3cb4-8051-a02c1a35e5b7,FAMILY MEDICINE ASSOCIATES OF SOUTH ATTLEBORO  P.C.,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,5087615650,0.0,33
b3ada130-6443-3a8e-98c7-4ec127a2b0c4,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,9782639101,0.0,3
19e792bd-49ef-37ee-904e-625347462fb3,OMEGA MEDICAL SERVICES INC,50 CHEYENNE RD,WORCESTER,MA,016062652,42.31045965,-71.81001269999999,5083049873,0.0,14
acffdfa8-1383-3929-8c99-e73969491439,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL  INC.,1153 CENTRE ST,BOSTON,MA,021303446,42.3017598,-71.12855793387442,6179837470,0.0,1
1e11392b-1278-3e70-93cd-f396cbd0c265,VHS ACQUISITION SUBSIDIARY NUMBER 9  INC.,115 LINCOLN ST,NATICK,MA,017607700,42.2843753,-71.3441395,5086507000,0.0,18
fe30f2b4-9bc8-346e-afba-4455d1766545,KATZMAN FAMILY CENTER FOR LIVING,17 LAFAYETTE AVENUE,CHELSEA,MA,021502010,42.40019115,-71.03050082480353,6178846766,0.0,6
6cf8a214-8d57-3267-85e5-7719e15cd63e,LEMUEL SHATTUCK HOSPITAL,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,42.299067750000006,-71.10124351911541,6175228110,0.0,278
0fedae9f-701f-3317-9b2f-69aea2202cdc,BOSTON MEDICAL CENTER CORPORATION-,88 EAST NEWTON STREET,WINTHROP,MA,021522715,42.3750976,-70.982827,6176388000,0.0,27
c7b63332-fdc7-3ab3-936b-284b931a9f6a,HERITAGE HALL NORTH,55 COOPER STREET,AGAWAM,MA,010012149,42.080218599999995,-72.61816103207964,4137868000,0.0,1
733fc7d0-7cf3-3995-82ef-a9883b807273,NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE,175 FRANKLIN STREET,NORTH ADAMS,MA,012472712,42.70707,-73.10094536747326,4136644041,0.0,3
96e9e829-0b71-3ad3-8b41-60e25b5d47d7,ADVOCATE HEALTHCARE OF EAST BOSTON LLC,111 ORIENT AVE,EAST BOSTON,MA,021281006,42.39055278090538,-71.00587148689957,6175692100,0.0,2
e59fb2d5-508c-38c6-af2e-21d8216dd2b0,BAYSTATE MEDICAL CENTER,759 CHESTNUT ST,WARE,MA,010821625,42.256476,-72.237482,4137940000,0.0,94
7a3b8310-02eb-3c47-aa1b-3f55b3ed9de9,ON CALL URGENT CARE  LLC,6 HATFIELD ST,NORTHAMPTON,MA,010602545,42.333172950000005,-72.6566355591273,4135847425,0.0,4
0f9d1260-db33-3483-b2b6-5483cfcb739c,ENHANCED MEDICAL CARE  LLC,361 WOODWARD ST,WABAN,MA,024682027,42.326011949999994,-71.2254251580706,6177774080,0.0,35
980d9bfa-a344-3bff-8c02-232dd0e8fd34,EDEN HOME HEALTH CARE LLC,100 TRADE CENTER SUITE G-700,WOBURN,MA,018011851,42.4792618,-71.1522766,7812025401,0.0,27
3b021cb6-4745-3d9d-8436-230055f770bd,BETH ISRAEL DEACONESS HOSPITAL-NEEDHAM  INC.,148 CHESTNUT ST,NEEDHAM,MA,024943238,42.27728075,-71.23665362814043,7814533000,0.0,274
ce53c877-0290-390a-b4b4-2462001a1713,CIRCLE HOME,847 ROGERS STREET  SUITE 201,LOWELL,MA,018524345,42.6275246,-71.27673639687623,9784599343,0.0,7
57e4e5fa-d68d-3caa-a5ad-37beb1b51207,STEWARD NORWOOD HOSPITAL INC,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,7812784120,0.0,2
b20a0fe1-53b3-33fc-8acb-bc9a2df64e57,NASHOBA NURSING SERVICE,3 PATTERSON ROAD  SUITE 3,SHIRLEY,MA,014642907,42.552462649999995,-71.62383665745185,9784256675,0.0,2
00ffb204-07b4-3c72-a678-fa252e6cf86c,BEDFORD-LEXINGTON INTERNAL MEDICINE  PC,450 BEDFORD ST,LEXINGTON,MA,02420,42.47370735,-71.25090005,7812746274,0.0,112
ad82d624-72eb-3c7d-a76d-79f2668d1390,WOODLAND INTERNISTS  P.C.,3 WOODLAND RD,STONEHAM,MA,021801711,42.452443099999996,-71.08939988105112,7816627990,0.0,109
b8421363-9807-3b16-a146-95336eea5cfb,COOLEY DICKINSON HOSPITAL INC,30 LOCUST ST,NORTHAMPTON,MA,010602052,42.33032115,-72.65330802608176,4135822000,0.0,77
3498e7d3-90fd-366b-bc6a-6f41dad6bae6,COLEMAN HOUSE,112 WEST MAIN STREET,NORTHBOROUGH,MA,015321824,42.318559050000005,-71.65097281611972,5083519355,0.0,2
68ea50ba-275f-3f6c-ad1f-0aefae7144eb,25 ARMORY STREET OPERATOR LLC,25 ARMORY ST,WEST NEWTON,MA,024652110,42.3504314,-71.21988040449209,6179692300,0.0,2
901c2d40-1ca3-3879-9a20-c663b8adc0a9,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,STONEHAM,MA,021802445,42.4863168,-71.0928919,6176365000,0.0,119
b9e35b8a-9831-32d8-a6dc-d7a546c126b0,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,42.1018764,-72.5886727,4137876700,0.0,162
22249c0a-8ce9-3726-a3bb-b037c773ce5c,BOSTONIAN NURSING CARE & REHABILITATION CTR  THE,337 NEPONSET AVENUE,DORCHESTER,MA,021223103,42.2875144,-71.0470691675753,6172652350,0.0,29
38508743-50d1-3429-8fe2-37e42ddaf20e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH ST,GREENFIELD,MA,013012778,42.595268700000005,-72.59288632376354,4137730211,0.0,293
27bf2e46-7445-35e7-9106-3ce1b074db47,LIFE CARE CENTER OF MERRIMACK VALLEY,80 BOSTON RD,NORTH BILLERICA,MA,018621034,42.5871093,-71.2948553,9786672166,0.0,1
dd3307db-114c-3f11-be44-a9eef6bb3fc5,LYNN COMMUNITY HEALTH,269 UNION STREET,LYNN,MA,019011201,42.4652772,-70.94362420273097,7815962502,0.0,10
15d4c950-4691-3996-b4c4-bf06bfb58ff7,HOLY FAMILY HOSPITAL,70 EAST ST,METHUEN,MA,018445883,42.7285558,-71.16833738237946,9786870151,0.0,87
655f2a4f-419c-39d3-8ed6-6c4117eb7e32,NORTH READING INTERNAL MEDICINE PC,21 MAIN ST,NORTH READING,MA,018641326,42.566971949999996,-71.10799861135133,9782760100,0.0,38
118e081c-c2f2-35cd-b9c3-ef534f1b7830,BEAR MT READING LLC,1364 MAIN ST,READING,MA,018671137,42.55581805,-71.10585713492983,7819421210,0.0,4
5018c664-e283-30eb-932a-529d9a19b3b5,FIRST PSYCHIATRIC PLANNERS  INC,300 SOUTH ST,WOBURN,MA,018014979,42.473347,-71.144086,6174690300,0.0,38
2e8b42f8-4300-30a9-a576-d513d1021a0a,GREATER LOWELL FAMILY PRACTICE PC,600 CLARK RD,TEWKSBURY,MA,018761699,42.63120935,-71.27023603178071,9784538446,0.0,12
0caa0116-ef9a-3d4c-bcff-9c405a9d2bda,TRANQUILITY HEALTH AND WELLNESS PROFESSIONALS LLC,105 CHESTNUT ST STE 35,PLYMOUTH,MA,023604054,41.884685,-70.847219,5085633003,0.0,62
5ba77f2c-8ce5-3dde-bb46-3ffcceb3bfbf,188 FLORENCE STREET OPERATOR LLC,188 FLORENCE ST,CHESTNUT HILL,MA,024672641,42.31835025,-71.17401686317635,6173324730,0.0,5
d4e48a16-0a60-3e90-81e5-c35b22ffe6af,GREEN MOUNTAIN URGENT CARE LLC,856 STATE RD,NORTH ADAMS,MA,012473027,42.69967208677275,-73.16330754755236,6035264635,0.0,1
bccd7d67-203c-3d93-b6b0-bff5a146cd1d,CARECENTRAL URGENT CARE MEDICAL GROUP PC,286 WASHINGTON ST,STOUGHTON,MA,020721763,42.1384306,-71.1022598,7813412800,0.0,143
6e290541-eba3-37fc-a3e2-e58f77e84c7e,JEWISH FAMILY SERVICE OF WESTERN MASSACHUSETTS INC.,15 LENOX ST.,SPRINGFIELD,MA,011083122,42.085779,-72.55846414285715,4137372601,0.0,11
432821fe-58ed-33eb-823c-b4447a52c7e9,DYOUVILLE TRANSITIONAL CARE INC,1071 VARNUM AVE,LOWELL,MA,018541131,42.64497212195122,-71.36843231707317,9785691071,0.0,1
ca62a361-9c79-32d1-92cc-ffc0d5d19679,IDEAL HEALTHCARE SOLUTIONS LLC,19 HENRY ST,SHARON,MA,020671714,42.109147300000004,-71.20768205338297,7817840141,0.0,41
db28cc9a-fdfb-35a6-aef7-ab9b933ef244,CAMBRIDGE REHABILITATION & NURSING CENTER,8 DANA STREET,CAMBRIDGE,MA,021385402,42.3694992,-71.11011030010101,6178644267,0.0,4
844a8cb2-4164-35b2-88b8-dffa2889a738,CENTER FOR EXTENDED CARE AT AMHERST,150 UNIVERSITY DRIVE,AMHERST,MA,010022232,42.368937,-72.53247107203978,4132568185,0.0,1
52e42aa3-27fb-3298-a3ae-25529dfe6347,NORTHBRIDGE REHAB CENTER LLC,85 BEAUMONT DR,NORTHBRIDGE,MA,015341093,42.15719035,-71.6521339767302,7812550531,0.0,1
5117bb89-3a9f-3740-a0f1-c3a1a8d7851e,FAMILY PRACTICE ASSOCIATES R TAYLOR E HEYMAN & R LEE PTRS,20 ELM ST,PITTSFIELD,MA,012016502,42.4458896,-73.2448206979669,4134421019,0.0,33
f0e3e152-0b08-3819-b962-b043f63f6dc1,NORTHWOOD REHABILITATION & HEALTHCARE CENTER,1010 VARNUM AVENUE,LOWELL,MA,018541915,42.6422606,-71.36626685573418,9784588773,0.0,9
ea8d287f-b3a9-3800-8798-788e334ee406,NORTH SHORE MEDICAL CENTER INC,81 HIGHLAND AVE,SWAMPSCOTT,MA,019072928,42.4699241,-70.9171507,9783542065,0.0,157
c7542447-e06e-32cb-b6db-243c23a0dbc2,FRANCISCAN HOSPITAL FOR CHILDREN INC,30 WARREN ST,BOSTON,MA,021353602,42.3501483,-71.14393324457691,6172543800,0.0,392
50c47685-8125-3c50-8311-8bd7ba9e9108,BOSTON MEDICAL CENTER CORPORATION-,4199 WASHINGTON ST,ROSLINDALE,MA,021311733,42.2871447,-71.1277526,6173234440,0.0,45
8bf5325a-c11b-35c4-b07d-17a5aeba8353,BEACON HOSPICE  AN AMYEDISYS COMPANY,815 WORCESTER STREET,SPRINGFIELD,MA,011511001,42.1018764,-72.5886727,4132051229,0.0,2
87f3b181-1c52-3161-a15a-ea2d9a04b35f,KD MEDICINE & WELLNESS PLLC,565 TURNPIKE ST STE 71,NORTH ANDOVER,MA,018455936,42.664934200000005,-71.11635234067887,5086410235,0.0,35
621bd7b5-3f4c-3555-8daa-f1216e352f33,BELMONT MANOR NURSING HOME INC,34 AGASSIZ AVE,BELMONT,MA,024785023,42.38815185,-71.19406248191802,6174891200,0.0,1
47fb5a56-bee5-3ecd-9958-706b20831c82,BETH ISRAEL LAHEY HEALTH AT HOME,600 CUMMINGS CENTER  SUITE 270X,WOBURN,MA,018016356,42.4792618,-71.1522766,9789212615,0.0,4
ca8a919a-05f9-3687-bfb6-42800a70031e,LIFE LINE COMMUNITY HEALTHCARE,6111 OAK TREE BLVD STE 301,FRAMINGHAM,MA,017014613,42.3095704,-71.4413097,2165816556,0.0,30
be509ccb-bfb7-3b87-8945-8426b689ef9d,BOSTON HOME  INC (THE),2049 DORCHESTER AVENUE,BOSTON,MA,021244742,42.3554334,-71.060511,6178253905,0.0,11
065eba51-cef7-3976-8654-ba8e7df887ce,HOSPICE OF THE FISHER HOME,1165 NORTH PLEASANT STREET,AMHERST,MA,01002,42.40927615,-72.52971238527101,4135490115,0.0,3
6873525f-1680-3ceb-b536-270d44b46e2e,UPHAMS CORNER HEALTH COMMITTEE INC,500 COLUMBIA RD,DORCHESTER,MA,021252322,42.3147979,-71.067633,6172878000,0.0,28
da35b999-0af8-380e-9912-cd8b3bc09f53,REGENCY FAMILY HEALTH LLC,50 REDFIELD ST,WORCESTER,MA,016081531,42.2625621,-71.8018877,6179291600,0.0,27
f8918a95-31e8-3ac4-8d12-29ca6080ebda,BETH ISRAEL DEACONESS HOSPITAL MILTON INC,199 REEDSDALE RD,MILTON,MA,021863926,42.251368299999996,-71.0768393856917,6173131214,0.0,774
9cec3b3c-fe3f-344e-b9c3-e414dafcd19f,120 MAIN STREET OPERATOR LLC,120 MAIN ST,MALDEN,MA,021486904,42.41918695,-71.06618960434116,7813245600,0.0,2
3ff0f58b-7a1f-3334-9449-ff15f68b7d86,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH INC,275 SANDWICH ST,PLYMOUTH,MA,023607761,41.94186605,-70.6455366462985,5087462000,0.0,289
8ddbad9e-b5fc-3895-8a1c-17f32197a865,BROAD REACH HOSPICE,1455 MAIN STREET,CHATHAM,MA,026332083,41.6827332,-69.98755685244114,5089454601,0.0,8
75846b1f-d0ec-3255-9bdd-d09eb0a9dd0d,HOLYOKE MEDICAL CENTER INC,575 BEECH ST,HOLYOKE,MA,010402296,42.20105435,-72.628169560868,4135342845,0.0,20
7e8bd0f2-2746-355e-92ef-9473818c58a2,BLISSFUL HOMECARE  LLC,90 SUTTON STREET  SUITE 3-4,NORTH ANDOVER,MA,018451655,42.705281049999996,-71.13643624887442,9787255505,0.0,14
dd280187-8662-3732-af81-595d10572911,4499 ACUSHNET AVENUE OPERATING COMPANY  LLC,4499 ACUSHNET AVE,NEW BEDFORD,MA,027454707,41.74026055,-70.9450945705336,5089956900,0.0,77
a6964d47-8af0-3df2-b99d-d8414eb1cfa3,ARBOUR-FULLER HOSPITAL,200 MAY ST,SOUTH ATTLEBORO,MA,027035520,41.924394750000005,-71.36076410900014,5087618500,0.0,168
004554b4-3068-3938-832d-fa7cbe1cd1fb,DWYER HOME,25 STONEHAVEN DRIVE,WEYMOUTH,MA,021903951,42.1589443,-70.94970431672323,7816605000,0.0,9
dae3ee01-f383-366e-9ad6-dc92963064ea,MERCY MEDICAL CTR,1233 MAIN ST,HOLYOKE,MA,010405381,42.16578055,-72.63389634691956,4135365111,0.0,6
dac75bc1-cbfa-306b-9a0a-88d5edf3638d,BRIGHTON HOUSE REHABILITATION & NURSING CENTER,170 COREY ROAD,BRIGHTON,MA,021358244,42.3433093,-71.14003855124017,6177310515,0.0,4
63b4f233-fb49-3b1e-a17c-2d572367b131,GERMAN CENTER FOR EXTENDED CARE,2222 CENTRE STREET,WEST ROXBURY,MA,021324034,42.27370345,-71.15856364656862,6173251230,0.0,1
9d989fcf-4ad9-3972-ada3-f275d967781e,FALMOUTH HOSPITAL ASSOCIATION INC,100 TER HEUN DR,SANDWICH,MA,025632377,41.7579043,-70.4968152,5084573528,0.0,433
b69bccdc-5ad3-3ded-a018-3cd8f369c9d2,CAPE REGENCY REHABILITATION & HEALTH CARE CENTER,120 S MAIN STREET,CENTERVILLE,MA,026323246,41.649898300000004,-70.34309844876677,5087781835,0.0,1
d27d82d9-29ca-3b12-aa19-97c3de45247f,BEAUMONT AT THE WILLOWS,3 LYMAN ST,WESTBOROUGH,MA,015811442,42.2807083393633,-71.60631230525046,5088983490,0.0,1
a2cc09de-c1e2-3126-8c09-d49f95225281,CHILDREN'S HOSPITAL CORPORATION,300 LONGWOOD AVE,WALTHAM,MA,024532741,42.3756401,-71.2358004,6173554831,0.0,130
9f2f60a6-87a4-3f45-b753-b63b5b7e9993,NORTH END COMMUNITY HEALTH COMMITTEE INC,332 HANOVER STREET,BOSTON,MA,021131901,42.3647421,-71.0536619,6176438000,0.0,46
44cb1162-a345-3477-8723-c202a3c8cdcd,HOPKINTON MEDICAL CARE  P.C.,73 W MAIN ST,HOPKINTON,MA,017481619,42.21799145,-71.54005509979045,5084356900,0.0,45
ab16be57-62ea-39a5-8f7a-ee1285cf6934,THE MCLEAN HOSPITAL CORPORATION,115 MILL ST,PETERSHAM,MA,013669503,42.4865962,-72.1893057,6178553316,0.0,5
f312977e-8f41-3816-84cc-e5b12ba36955,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL  INC.,1153 CENTRE ST,JAMAICA PLAIN,MA,021303446,42.3017598,-71.12855793387442,6179837470,0.0,111
0519b293-2e92-3eb3-aeef-233da0babc93,PALM SKILLED  NRSING CR & CTR FOR REHAB EXCELLENCE,40 PARKHURST ROAD,CHELMSFORD,MA,018241511,42.6198215,-71.36189212971482,9782563151,0.0,4
c5403c4f-14d5-3171-9227-a9b8327f3149,CONTINUUM HEALTHCARE SOLUTIONS LLC,52 OLNEY RD,CHICOPEE,MA,010202103,42.1487691,-72.6071119,4135309616,0.0,20
a730c5e6-a15f-3e36-8112-8579e507d330,MIDDLESEX INTERNAL MEDICINE ASSOCIATES  INC,28 LORD RD,MARLBOROUGH,MA,017524549,42.34718040987546,-71.57283065352654,5084857660,0.0,28
389323ef-b127-3a06-a22d-e24aef033e5d,GREATER BOSTON INTERNAL MEDICINE PC,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,7813261464,0.0,56
82248deb-13cc-31b2-8764-0233e159a93a,COMMUNITY HEALTH PROGRAMS INC,19 DEPOT STREET,ADAMS,MA,012201856,42.623644600000006,-73.11852130252683,4137431080,0.0,27
e69e7cbb-8362-30d1-83f2-3a0c492fe2b1,PLYMOUTH CARVER PRIMARY CARE  P.C.,110 LONG POND RD,PLYMOUTH,MA,023602642,41.9255829,-70.65514326847389,5087467272,0.0,38
afc661fd-71d9-3fc3-adf2-3fc3b5e8a140,BROCKTON HOSPITAL  INC.,680 CENTRE ST,RAYNHAM,MA,02767,41.9487118,-71.0731008,5089417000,0.0,110
be9a14c1-72a6-3186-b199-fdb070768458,WOBURN NURSING CENTER INC,18 FRANCES ST,WOBURN,MA,018013006,42.488288600000004,-71.15015700746171,7819338175,0.0,1
06cc2462-430f-3322-9c87-7e971125f510,EMERSON HOSPITAL,133 OLD ROAD TO 9 ACRE COR,WESTFORD,MA,018863198,42.5792583,-71.4378411,9782873226,0.0,1271
ee7fab6f-6438-394f-b1f2-3e452f8f055a,BLUEBERRY HILL REHABILITATION AND HEALTHCARE CTR,75 BRIMBAL AVENUE,BEVERLY,MA,019156009,42.570099299999995,-70.87108224250409,9789272020,0.0,5
79508e39-d0b0-3613-9d54-168f6e1c3a18,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,GROTON,MA,014502056,42.577352149999996,-71.57414587343038,9787849000,0.0,34
880fad59-9c38-3a21-a39f-ccc801502ab3,SANCTA MARIA NURSING FACILITY,799 CONCORD AVENUE,CAMBRIDGE,MA,021381048,42.390849395521705,-71.1556550001627,6178682200,0.0,12
352f2e3b-0708-3eb4-9f7e-e73a685bf379,MARLBOROUGH HOSPITAL CORP,157 UNION ST,SOUTHBOROUGH,MA,017721215,42.3056501,-71.5245087,5084815000,0.0,34
34f7bdc0-0550-333e-a53f-5e2af5a6d4ec,PLYMOUTH FAMILY OPTOMETRY LLC,212 S MEADOW RD UNIT 5C,PLYMOUTH,MA,023605450,41.9426657,-70.7618592,7742834005,0.0,57
e34d8448-8b98-3f91-9fe7-faeb8a78e1db,ASSOCIATED INTERNISTS OF RANDOLPH  INC.,NEW ENGLAND SINAI HOSPITAL,MILTON,MA,021862377,42.2501425,-71.065573,7813440600,0.0,68
2164ee72-e9d8-312a-8bf4-a4abc55771b7,SOUTHBRIDGE MA SNF LLC,84 CHAPIN ST,SOUTHBRIDGE,MA,015502408,42.073771750000006,-72.03709326666669,5088794050,0.0,1
a2d45ee8-b930-3169-b612-f602961ad212,SUNRISE HEALTHCARE LLC,37 MINUTEMAN WAY,SHREWSBURY,MA,015452229,42.288207,-71.73443816915585,6176509959,0.0,102
4887dc20-9ef6-3cc2-9c56-858388049a50,ELIOT CENTER FOR HEALTH & REHABILITATION,168 WEST CENTRAL STREET,NATICK,MA,017604122,42.282113100000004,-71.37898579435048,5086551000,0.0,17
a5a8c64c-b741-3c19-8855-495829f04524,PRIMARY HOMECARE SPECIALTIES  LLC,75 ADAMS ST,MILTON,MA,021863441,42.2694583,-71.06779265,6176960600,0.0,13
10ffe7b1-2f94-3f12-9288-679da05a1ec9,WESTFORD INTERNAL MEDICINE PC,133 LITTLETON RD,WESTFORD,MA,01886,42.57056335,-71.41736646422413,9785771946,0.0,57
fa34d205-5ac2-3ba2-80a4-bef345dc57f5,MEDFORD VISITING NURSING ASSOCIATION,37 BROADWAY,ARLINGTON,MA,024745552,42.408086,-71.135914,7816436090,0.0,1
a73a3693-57ac-367e-b29e-f0f834cbaf66,HARBOR HEALTH SERVICES INC,10 CORDAGE PARK CIR,PLYMOUTH,MA,023607318,41.9788991,-70.6879608,5087785470,0.0,56
e6d63525-40f0-3391-a58a-e6a03598911f,STANLEY STREET TREATMENT AND RESOURCES INC,400 STANLEY ST,FALL RIVER,MA,027206009,41.7148511,-71.13527009152534,5086751054,0.0,29
d0894f6b-78d7-338d-82ad-b63de4d40014,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,WALTHAM,MA,02452,42.3756401,-71.2358004,6174923500,0.0,74
